spike_source,feature_type,decode_window_s,update_dt_s,n_units,target_name,decoder_name,n_train_samples,n_test_samples,mean_position_error_cm,median_position_error_cm,p90_position_error_cm,r2_x,r2_y,r2,correlation,mae,rmse,mean_circular_error_deg,median_circular_error_deg,p90_circular_error_deg,mae_cm,rmse_cm,accuracy,balanced_accuracy,macro_f1,confusion_matrix,class_labels
ground_truth,counts,0.25,0.025,200,spatial_context,logistic_regression,16793,7198,,,,,,,,,,,,,,,0.8553764934704084,0.8639176675569367,0.8539579918078827,"[[1218, 6, 110], [147, 3153, 408], [63, 307, 1786]]","['center', 'corner', 'wall']"
ground_truth,counts,0.25,0.025,200,spatial_context,random_forest_classifier,16793,7198,,,,,,,,,,,,,,,0.9019171992220061,0.8928050507331949,0.894898554671394,"[[1199, 15, 120], [113, 3479, 116], [30, 312, 1814]]","['center', 'corner', 'wall']"
ground_truth,counts,0.25,0.025,200,movement_state,logistic_regression,16793,7198,,,,,,,,,,,,,,,0.6468463462072798,0.6051628118210428,0.540226471480075,"[[2247, 743, 46], [965, 2265, 638], [1, 149, 144]]","['fast', 'slow', 'still']"
ground_truth,counts,0.25,0.025,200,movement_state,random_forest_classifier,16793,7198,,,,,,,,,,,,,,,0.7285357043623228,0.6022009940561265,0.6185955406511322,"[[2327, 708, 1], [942, 2826, 100], [2, 201, 91]]","['fast', 'slow', 'still']"
ground_truth,counts,0.25,0.025,200,wall_distance_bin,logistic_regression,16793,7198,,,,,,,,,,,,,,,0.9144206724090025,0.8717021399909314,0.8487070489431506,"[[319, 71, 0], [136, 1531, 127], [0, 282, 4732]]","['center', 'middle', 'near_wall']"
ground_truth,counts,0.25,0.025,200,wall_distance_bin,random_forest_classifier,16793,7198,,,,,,,,,,,,,,,0.9251180883578772,0.8751608317224592,0.8933194920153843,"[[334, 56, 0], [32, 1418, 344], [0, 107, 4907]]","['center', 'middle', 'near_wall']"
ground_truth,counts,0.5,0.025,200,position,ridge,16786,7195,7.8411755883357515,6.6691842835741415,14.222449255798645,0.9612110673945355,0.9583161453935611,,,,,,,,,,,,,,
ground_truth,counts,0.5,0.025,200,position,random_forest_regressor,16786,7195,4.7506926378913885,3.498882407344849,9.102329955025208,0.9649392391387301,0.986850152709853,,,,,,,,,,,,,,
ground_truth,counts,0.5,0.025,200,speed,ridge,16786,7195,,,,,,0.44891820717248354,0.6734275166376376,3.0701389217491712,3.847957998818512,,,,,,,,,,
ground_truth,counts,0.5,0.025,200,speed,random_forest_regressor,16786,7195,,,,,,0.43893475532350024,0.6772635795383684,3.067757177606341,3.8826565460076385,,,,,,,,,,
ground_truth,counts,0.5,0.025,200,acceleration,ridge,16786,7195,,,,,,-0.004229118154390976,0.07718356952634078,35.168319688474654,56.86701241458643,,,,,,,,,,
ground_truth,counts,0.5,0.025,200,acceleration,random_forest_regressor,16786,7195,,,,,,0.004692278962094232,0.08402105211302198,33.95319164220408,56.613850566678195,,,,,,,,,,
ground_truth,counts,0.5,0.025,200,head_direction,ridge,16786,7195,,,,,,,,,,17.386221809412998,14.740139985356668,36.00688158741937,,,,,,,
ground_truth,counts,0.5,0.025,200,head_direction,random_forest_regressor,16786,7195,,,,,,,,,,18.198357706293223,15.369079592616085,38.16178103480724,,,,,,,
ground_truth,counts,0.5,0.025,200,distance_to_wall,ridge,16786,7195,,,,,,0.8808436776783157,0.9399216923085897,,,,,,2.6446404161851795,3.4018414677813813,,,,,
ground_truth,counts,0.5,0.025,200,distance_to_wall,random_forest_regressor,16786,7195,,,,,,0.9175028768365268,0.9582995718242733,,,,,,1.9849506896806333,2.830576701000402,,,,,
ground_truth,counts,0.5,0.025,200,spatial_context,logistic_regression,16786,7195,,,,,,,,,,,,,,,0.8693537178596248,0.8698648077682245,0.865520215035746,"[[1216, 25, 93], [139, 3296, 270], [57, 356, 1743]]","['center', 'corner', 'wall']"
ground_truth,counts,0.5,0.025,200,spatial_context,random_forest_classifier,16786,7195,,,,,,,,,,,,,,,0.908825573314802,0.9002942013453675,0.9022726951690622,"[[1198, 20, 116], [123, 3478, 104], [12, 281, 1863]]","['center', 'corner', 'wall']"
ground_truth,counts,0.5,0.025,200,movement_state,logistic_regression,16786,7195,,,,,,,,,,,,,,,0.5820708825573315,0.5323710624068992,0.47766434451477585,"[[2109, 793, 134], [1282, 1963, 620], [3, 175, 116]]","['fast', 'slow', 'still']"
ground_truth,counts,0.5,0.025,200,movement_state,random_forest_classifier,16786,7195,,,,,,,,,,,,,,,0.6918693537178596,0.5205966689743698,0.5382149950457273,"[[2141, 895, 0], [1025, 2798, 42], [1, 254, 39]]","['fast', 'slow', 'still']"
ground_truth,counts,0.5,0.025,200,wall_distance_bin,logistic_regression,16786,7195,,,,,,,,,,,,,,,0.9027102154273802,0.8537097463988738,0.831847426420412,"[[306, 79, 5], [136, 1513, 145], [6, 329, 4676]]","['center', 'middle', 'near_wall']"
